gene_name	A2780_rep1	A2780_rep2	A2780_rep3	Acis_rep1	Acis_rep2	Acis_rep3
SBNO2	478	452	395	461	423	344
PMS1	351	359	333	265	280	262
HMG20B	541	475	456	650	588	552
CALCRL	400	430	383	525	512	504
TAF11	237	252	222	214	217	198
ANKS1A	321	311	299	420	399	380
AP3D1	1712	1650	1491	1777	1733	1563
ZNF76	234	216	186	209	190	197
SLC9A3R2	180	194	136	331	334	318
NTHL1	203	197	185	213	193	157
UHRF1BP1	1209	1086	949	764	753	722
GNAI3	665	648	556	307	326	312
IPO5	2092	2069	1864	1409	1460	1356
OAT	338	330	291	406	450	384
WDR3	994	995	883	661	659	633
PKN2	892	920	820	428	507	488
WDR18	506	538	446	536	485	431
TRAM2	894	872	717	911	946	816
NTN1	3	3	2	521	464	457
MCM10	911	884	761	795	804	746
DGKA	107	106	113	129	140	127
ERBB3	86	83	77	203	219	186
ANKRD44	31	25	20	50	44	52
KARS1	875	794	755	773	794	716
ADAT1	343	305	279	285	321	297
PDIA5	217	204	174	259	245	240
TBC1D22B	180	199	181	125	124	108
NDUFB4	175	164	150	138	140	116
SPEN	2198	2066	1985	2286	2084	2061
MYLK	265	234	216	197	190	175
ZC3H15	802	876	776	855	893	839
MAP2K4	498	503	470	433	442	413
PACC1	255	258	223	340	334	328
SNAP91	4	3	4	0	1	1
SLK	1041	1038	973	911	944	923
CYB5R4	164	155	124	135	161	149
COL17A1	0	6	0	2	0	0
GSTO2	11	5	8	9	6	4
SEC61A2	235	211	194	122	138	144
TLE2	91	91	69	375	354	324
ASB1	514	489	403	478	495	414
FAM107B	114	87	89	118	146	125
ME1	148	148	145	0	0	0
TBC1D1	450	449	441	740	737	685
CDK13	987	939	873	978	975	879
MTHFD2	1191	1179	1044	939	969	853
SLC9A7	99	98	93	424	440	431
FOXJ2	511	516	431	605	571	531
YBX1	574	592	550	592	617	573
PDE4A	817	810	702	847	803	695
PPP2R5A	512	481	427	697	707	631
CTNNA2	143	144	118	2	0	0
ELAVL1	989	910	855	800	818	741
DIP2B	931	897	788	761	760	729
SMARCD1	883	828	761	627	616	591
KDM4A	456	415	390	252	228	236
NFYC	478	460	441	459	406	407
ZMYND12	1	3	3	2	1	1
SLC9A3	4	11	7	4	4	4
NGEF	57	62	69	41	37	29
ASPM	2004	2023	1787	2833	3075	2877
ELOVL1	280	261	251	416	392	362
POLR1H	133	127	115	131	126	127
MPPED2	10	9	7	2	0	1
ZBTB11	558	562	509	668	732	701
ATXN3	227	202	181	125	108	149
GOLGA5	388	387	369	463	463	432
FGFR2	1	0	0	62	51	57
LRRC40	256	291	256	244	266	255
ISOC1	150	154	135	183	243	207
EML1	590	537	496	436	456	396
TRMT11	205	185	170	130	142	113
THUMPD1	670	700	603	602	660	639
MSANTD3	224	260	245	193	206	190
KIF26A	319	324	247	443	405	340
ATG2B	383	375	344	343	375	340
ARFGEF1	833	805	766	1056	1164	1114
ZFAT	170	188	152	184	179	165
MTFR1	337	344	293	530	530	495
STAG3	11	10	2	16	13	14
FECH	373	344	338	252	251	223
MYO9A	640	616	575	770	798	817
PFKP	441	384	364	936	874	815
IDI1	340	349	293	272	304	271
SP100	196	210	185	11	11	6
KLF6	325	329	261	281	274	264
PLPP1	80	77	80	59	73	55
NEO1	864	810	744	24	16	21
TRAM1	544	558	536	693	761	677
PHKA1	495	482	427	364	362	325
TNFRSF1A	516	517	435	695	636	585
CACNB1	143	135	116	205	178	163
EVI5	583	559	535	322	360	351
STOML1	31	34	38	32	27	19
PKM	1795	1797	1599	1752	1761	1644
DHX29	788	708	653	664	651	637
DNTTIP2	699	739	670	455	426	401
METTL22	200	195	165	126	130	129
TP53BP1	1612	1590	1441	912	872	860
RRP15	650	587	578	376	389	368
RHOA	952	963	858	909	955	837
DHX8	748	725	639	683	716	630
PMS2P4	20	19	10	11	8	8
PRKCZ	160	165	129	213	227	186
IARS2	1331	1363	1204	1300	1324	1168
SYT1	65	45	49	0	0	0
NAV3	369	345	331	35	40	31
IDH3G	287	275	267	292	269	278
ROGDI	76	77	65	68	66	66
PDZD4	147	124	109	142	136	109
ROCK1	1364	1278	1191	2184	2234	2036
CBFB	813	767	747	669	751	692
PDK3	279	286	238	243	251	255
HYAL2	313	327	277	292	269	247
HDAC4	365	304	273	356	336	319
RASSF1	118	120	102	167	166	133
FGFR3	215	214	184	216	225	191
IFI35	217	193	182	61	52	48
HEATR6	433	415	425	456	458	444
COASY	291	294	279	257	244	225
PLEKHH3	374	364	303	365	397	313
MEF2A	708	689	645	484	534	512
OTUD5	333	309	300	385	346	347
TFE3	396	380	355	336	317	294
TBC1D25	133	100	121	139	115	110
ACSL4	348	338	347	324	321	300
INPP5A	347	371	314	457	430	400
GPKOW	166	153	121	171	158	133
GRIPAP1	386	388	354	293	245	260
FTSJ1	301	294	286	370	379	295
PRR11	547	507	486	568	530	528
REEP1	13	14	11	40	26	28
ATP11A	886	839	735	719	662	646
POLR1A	1875	1836	1619	1306	1207	1188
LAPTM4A	382	382	322	309	322	286
TTC7A	122	134	117	320	287	255
IP6K2	495	468	444	386	351	353
SRBD1	388	367	356	290	287	288
KIF2A	810	736	709	607	641	596
RASGRP2	313	264	266	44	55	41
PSME4	1396	1385	1271	1318	1386	1301
IFT80	110	102	101	61	72	57
SIRT2	189	172	151	109	102	80
ERLEC1	318	290	260	297	353	335
PPP2R5B	90	76	61	90	76	78
PYGM	107	101	76	5	2	4
PITX1	440	456	379	510	499	413
MAST4	4	4	4	2	0	2
SDK2	28	29	24	332	251	221
NUP133	1066	1051	948	746	807	729
NUCKS1	2616	2615	2353	2168	2358	2132
VPS35	967	979	863	807	868	782
DNAJA2	685	733	664	660	669	580
BCL3	90	110	87	73	69	59
KCNAB2	40	40	29	46	33	31
CLEC2D	26	22	21	8	10	15
FUNDC1	179	171	143	109	96	94
RORA	2	0	0	4	1	2
DRD4	27	18	20	10	5	5
TGFBR3	178	178	171	54	52	50
HES2	7	8	5	16	16	11
ATP1B3	483	481	443	391	403	381
NEDD4	595	582	573	464	508	476
PIGB	74	85	71	67	75	79
MAPK6	839	806	726	648	693	627
GNB5	122	131	100	250	226	208
RAB27A	113	115	123	242	284	241
HDHD5	439	463	389	462	481	381
UFD1	466	431	373	465	450	418
LRP6	1263	1163	1099	917	958	955
PHRF1	1188	1114	1024	1115	1037	967
ELP1	865	848	743	877	853	854
NUCB2	348	325	305	534	527	518
PFN2	754	720	655	618	677	592
PTPN3	6	5	3	507	486	461
SPTB	5	0	1	1	2	1
FGF10	69	82	86	596	656	594
SLC44A1	1037	1007	910	60	55	51
TMEM260	178	156	153	120	134	133
SMG6	585	550	538	389	366	372
EXOC5	706	736	659	557	649	635
CLTCL1	114	122	102	120	88	91
FGF22	1	3	1	7	7	3
FSTL3	91	99	92	260	249	204
DGCR2	619	598	550	535	505	456
RNF126	497	447	399	474	488	388
MNT	332	313	296	329	286	279
ZXDC	350	335	292	307	283	268
JMJD6	313	325	303	468	432	416
POLB	105	88	94	99	90	120
WIPI1	53	47	48	71	74	59
FRMPD1	2	3	0	3	6	9
GBA2	508	447	414	284	269	258
NDST1	1356	1340	1134	974	923	853
ASNS	73	70	54	22	16	16
AP3M2	408	395	356	357	321	353
PABPC1	1622	1606	1505	1778	1826	1683
TESK2	12	24	12	19	16	15
CFAP20	238	237	214	228	226	204
CSNK2A2	1076	1102	920	1028	1087	959
PTPN21	85	89	73	171	173	163
EIF2B3	264	227	190	153	170	153
TCOF1	2032	1978	1794	2073	1976	1818
CDC42	661	611	580	543	568	538
OSBPL3	592	540	477	641	662	671
EPHA8	40	44	36	130	139	131
RAD18	521	528	467	516	539	468
ATP2B1	1614	1581	1469	1507	1614	1441
NCK2	298	257	248	225	224	200
MAP4K4	1162	1112	1045	690	680	670
MGAT4A	9	18	11	0	3	2
RPL31	510	527	478	461	461	436
WDR1	1477	1496	1343	1566	1553	1411
SNX13	521	548	488	416	454	460
ARHGAP10	350	326	290	319	328	291
RPS6KA2	1	3	3	1	0	0
ING3	176	136	133	89	106	78
VASH1	440	391	390	621	517	510
LMCD1	27	13	20	66	50	57
BUD23	484	442	402	415	395	389
SEL1L	762	739	657	861	914	824
TRIP13	610	621	549	566	636	543
ATP6AP1	402	409	365	422	418	361
TCF3	1214	1138	1007	1528	1461	1316
TRIB2	4	1	1	19	17	15
DAZAP1	1052	1021	888	890	856	784
MBD3	609	585	515	550	558	456
HLTF	893	920	794	827	932	802
FAM50A	291	277	246	362	349	324
FAM3A	217	213	191	250	235	179
CPSF1	844	821	740	1297	1223	1076
MYO3B	1	4	8	0	0	0
CYBRD1	357	346	297	563	605	544
CDH19	3	5	2	0	0	0
PDCD2	386	376	337	285	322	313
SLC6A15	4	7	8	0	0	0
RDH11	446	422	356	375	360	394
PRKACA	667	618	575	694	658	615
ADGRL1	2456	2371	2124	1984	1876	1688
ACTN1	1541	1470	1355	1414	1374	1256
ZFYVE26	656	636	557	685	691	639
RPS6KA6	42	43	37	0	0	1
EPN2	532	517	463	437	434	411
PTPN18	290	282	260	332	318	316
LIMS2	48	25	28	13	23	13
ASIC4	3	1	2	1	0	0
SPEG	93	73	68	34	26	25
LNX1	40	39	38	2	2	6
ALDH3A2	487	498	449	514	526	462
TFRC	1759	1705	1535	1185	1259	1149
SREBF1	935	889	846	691	691	542
AFF4	1924	1856	1698	1219	1345	1221
UBE2D1	142	148	135	96	109	98
MPP5	695	706	585	528	562	540
RHOBTB1	295	302	282	285	304	275
SMC1A	2401	2337	2162	2313	2224	2109
HSD17B10	350	351	296	351	336	314
MARK2	666	620	605	769	702	652
HMMR	414	398	371	337	382	367
CHFR	14	9	5	0	1	3
TRHDE	191	172	175	0	0	0
P4HA2	172	140	149	515	501	490
NFATC3	754	738	689	711	687	648
TRNT1	339	343	326	295	370	324
ACADVL	623	588	534	699	656	596
STK10	523	494	433	757	699	679
FBXW11	632	615	524	551	547	483
ACAP1	13	8	13	17	8	14
CRMP1	5	0	5	1	0	0
EVC	494	450	416	558	450	449
DERL2	407	384	365	329	365	323
SIDT1	3	4	1	0	0	1
NDE1	377	330	306	423	349	330
IRAG1	2	2	2	0	0	0
TMEM38A	59	55	58	144	145	127
AP1M1	480	513	456	508	503	457
PVR	818	758	699	939	836	789
XRCC1	327	314	315	215	197	199
SCARB1	741	725	612	1017	979	842
MCM2	1293	1270	1175	1197	1187	1080
PANX2	13	20	10	26	21	16
SELENOO	202	177	156	269	229	216
ALPK1	3	1	3	7	5	1
LLGL2	92	78	82	202	181	172
PDE8A	465	443	403	462	472	450
CLCN4	0	2	5	3	2	3
NLE1	440	391	370	431	412	367
SDHA	178	155	157	143	141	129
SMARCE1	254	278	218	148	184	174
GSDMB	53	47	35	49	41	48
KDM5A	1009	1000	921	754	675	678
ADAM11	270	281	257	425	404	379
PPP2R3A	318	299	267	317	279	298
FERMT2	1773	1774	1640	689	779	663
PTGS2	2	1	1	1	1	1
IGF2BP2	1063	1005	923	903	871	844
MAP3K13	52	53	50	49	50	42
ST6GAL1	209	171	163	138	112	130
TBX21	0	0	0	5	1	3
VDAC1P1	74	62	54	64	64	51
FRY	132	111	113	1	0	0
PICALM	919	985	809	818	844	768
NSF	379	353	344	285	313	267
GLI2	787	757	732	605	568	492
CLASP1	1073	1010	912	875	823	802
MRPS34	413	423	353	378	401	367
NOTCH3	1547	1497	1297	808	793	641
CLNS1A	591	522	526	451	474	420
PPP2R2C	8	6	7	384	354	345
TEAD2	544	530	455	387	347	353
EED	359	340	318	315	322	307
CDHR2	3	3	2	3	3	5
SNCB	13	13	12	25	25	21
TSG101	342	307	274	215	229	197
NCBP3	983	977	847	800	809	745
ATP2A3	27	38	21	110	78	75
CA12	213	227	191	664	579	572
MGLL	3	0	2	4	3	4
BCS1L	301	276	230	293	301	253
NUAK1	12	12	21	9	8	9
DPP8	652	699	555	519	552	530
SLC24A1	164	144	170	73	81	92
ZNF532	860	790	727	438	420	419
SCARF1	7	5	6	4	10	8
LMAN1	1173	1125	1072	1142	1277	1096
HACD3	1015	981	848	686	759	703
ZZEF1	1013	952	851	843	804	852
ENO1	1488	1489	1403	1475	1492	1349
MYDGF	283	262	232	281	299	251
ANO8	217	205	167	297	317	257
TUBE1	141	132	136	65	64	65
ARHGEF10L	103	76	76	78	73	54
TXK	2	1	2	4	0	1
KCNQ2	410	407	362	382	386	289
TACR2	1	1	0	1	1	2
ACTR6	156	153	138	123	159	140
TIPIN	213	220	186	164	171	171
SRI	224	238	199	234	257	257
EIF4G3	1410	1369	1317	1266	1285	1241
NUP37	254	232	221	209	248	194
SEMA3A	283	273	257	108	127	126
GTSE1	617	590	512	622	612	574
SEMA3C	52	45	39	526	594	525
TTC38	280	234	250	334	339	292
ACAT1	358	322	320	387	373	335
GRAMD4	311	302	266	242	237	210
CELSR1	724	722	600	1042	911	790
WNT8B	1	0	1	0	1	2
ZNF638	1595	1529	1402	1274	1300	1234
SLC25A40	172	203	152	124	131	133
TIMM21	377	356	325	331	345	323
ADD2	44	34	49	207	175	188
RASAL2	798	745	708	643	637	649
VPS9D1	29	29	22	45	35	35
ZNF37A	1010	939	897	858	947	876
MARK3	856	741	719	775	769	708
SLC25A3	1057	1049	936	923	946	890
FNDC3B	983	990	928	885	844	879
FOSL2	191	204	161	224	248	214
FRYL	1220	1175	1089	1163	1182	1116
TMEM131	1076	1040	975	1083	1179	1010
FSCN1	756	715	662	479	456	374
ACTB	1514	1518	1455	1522	1544	1451
MOCOS	31	25	30	292	302	301
PLD1	3	2	3	12	13	19
WDR62	542	503	464	592	616	540
DLG1	1749	1689	1588	805	802	771
RAB7A	827	822	781	737	727	736
BCAP29	326	340	293	236	280	256
SEC31B	59	43	63	54	50	41
SART3	1007	1031	911	929	910	868
ARHGAP15	1	2	5	0	0	0
PAX2	1144	1087	1016	0	0	0
EXOSC7	279	292	250	249	260	220
KIFAP3	234	228	214	98	110	97
MKRN2	336	317	261	348	343	324
MCM6	1055	1084	928	924	921	835
REXO2	137	159	121	133	155	130
RBM7	148	152	138	109	111	108
RBMS2	324	302	260	270	275	256
BAZ2A	1858	1787	1604	1357	1283	1180
PTPN23	719	664	620	806	756	746
MLH1	8	0	3	0	0	0
UNG	434	400	371	305	299	282
FMO4	6	3	7	5	3	4
KLHL20	289	273	254	248	235	233
RGS11	1	0	1	1	0	2
SLC46A1	214	215	192	228	210	204
SPAG5	805	808	739	880	845	792
ANKRD13A	226	188	190	191	211	184
TPD52	273	279	291	399	468	442
ACACB	211	200	185	135	102	112
TRAF4	465	434	423	500	470	408
PAG1	39	54	41	263	304	298
GPATCH1	243	242	197	199	192	207
ICAM3	45	49	41	65	65	58
NT5C2	1025	982	879	1443	1538	1431
MCAM	68	52	52	16	29	18
GPC4	107	111	95	199	192	187
MBNL3	98	98	86	3	3	2
CAMSAP3	14	18	18	34	30	22
RAP1GAP	51	46	45	18	26	18
XAB2	445	461	406	401	376	331
ARHGEF1	285	304	245	347	333	281
STXBP2	37	32	27	122	130	128
MAP2K7	484	455	437	504	455	438
DGKD	486	460	439	471	449	427
CTTNBP2	30	23	33	0	0	0
ACTL6B	1	3	1	0	2	0
RARB	6	4	3	0	0	0
TOP2B	1470	1360	1291	1283	1348	1281
TM9SF3	1414	1418	1290	1024	1135	984
NFKB2	363	327	314	395	396	375
UBE2T	268	254	236	242	249	222
PPP1R12B	336	281	274	266	238	246
DNAJC10	1120	1121	1025	995	1075	1003
GTF3C1	2069	2063	1807	1987	1918	1742
IL4R	135	140	119	84	71	77
USP33	650	612	561	403	439	418
SNRPA	595	581	519	557	549	507
SPAG6	5	3	3	2	0	1
EXOSC5	161	135	127	130	131	132
DYNC1I2	331	336	305	411	407	390
LRCH4	80	74	69	50	47	59
FAM76B	173	168	163	144	162	123
SIRT6	137	130	112	138	104	101
POLD3	551	583	524	278	293	291
ACTN2	87	65	46	138	121	104
CAPZB	717	718	640	646	621	602
GPR137B	105	94	111	230	198	208
NAALAD2	660	651	560	0	0	0
JADE1	801	817	717	742	798	757
SLC25A43	191	185	170	196	227	182
UBE2A	354	345	301	265	300	271
FGFR1	1304	1208	1108	921	833	832
FBLN1	748	655	611	760	719	651
ITGA8	151	120	125	0	0	0
MAP2	203	199	181	5	7	5
PIAS2	621	653	554	552	664	573
AMPH	1	6	2	1	2	0
ARAF	488	452	387	385	367	331
MCCC1	237	239	208	227	220	220
LAMP3	7	0	1	11	14	11
NEBL	1343	1269	1165	851	933	906
ACER3	317	319	257	234	236	243
UBE2K	1025	1022	962	678	801	722
PIK3C3	302	291	259	187	208	199
N4BP2	767	783	696	618	677	666
TIGAR	312	344	313	314	362	341
TULP3	363	329	297	387	411	374
SYNJ2	421	370	333	285	287	256
PPP2R5C	675	636	614	577	617	588
PMS2P1	87	92	74	77	68	73
GNB1	1325	1322	1189	1206	1203	1118
MLLT10	864	858	785	987	960	947
ZCWPW1	33	37	33	40	31	35
ADCYAP1R1	1	0	0	1	0	1
FGF20	67	83	54	1	0	0
ITM2A	38	29	32	0	0	0
NRDC	1206	1214	1106	1039	1017	942
VDAC3	478	485	429	372	403	382
PCM1	3586	3410	3208	1597	1670	1527
TNRC6C	491	431	391	463	443	400
CBFA2T2	423	369	299	288	227	264
ITCH	873	841	713	774	849	789
PKD2L2	4	1	3	0	2	0
TP53INP2	129	139	152	428	416	372
SDF4	752	740	660	815	764	656
MYH7B	3	4	2	0	1	1
TP73	84	65	71	317	275	264
TOLLIP	328	306	283	254	262	218
UBE2D4	129	140	136	69	58	52
THOC1	421	431	348	348	400	359
FKBP7	26	17	24	16	13	15
OSBPL6	464	438	411	550	566	532
SLC1A3	27	19	21	0	0	0
XRCC5	1843	1785	1638	1549	1590	1434
LXN	47	48	48	18	27	23
MKNK1	167	138	149	141	120	114
TNS1	30	19	19	2	4	6
REXO1	849	856	771	837	766	685
SAR1A	729	704	648	569	623	569
CDC14A	209	191	179	134	130	121
RAPGEF3	31	23	14	61	55	47
CEACAM1	35	36	30	1	1	2
SENP1	615	584	559	551	572	560
DUSP13	1	2	0	0	0	1
CIC	1071	1017	963	1199	1034	984
LIPE	84	81	80	124	130	79
FDFT1	551	532	454	651	646	591
PAFAH1B3	390	360	302	327	351	289
OPHN1	77	67	49	133	101	110
KIF22	784	746	643	751	712	659
CARMIL1	122	107	115	407	408	364
PGM1	278	252	217	369	368	342
DDX1	902	863	812	698	719	667
DNM2	1186	1114	1027	1100	1061	1002
EPB41L2	720	722	644	465	411	404
RIMS1	11	8	9	0	4	0
MOXD1	2	1	1	2	0	0
STX7	173	200	164	81	88	88
RABL2B	146	128	123	123	115	114
KEAP1	698	640	586	620	615	521
PTPRH	53	45	36	51	36	34
SLC35C2	381	370	321	231	217	202
CRYBG3	186	183	176	424	494	459
EPHA6	15	16	12	364	357	313
RFX3	247	255	242	97	101	102
RIF1	2218	2186	1980	1705	1846	1746
RAB21	483	473	425	448	466	464
SLC4A4	5	8	3	1157	1195	1104
SMARCA2	5	3	0	0	1	0
SESN1	162	167	148	60	62	59
MID2	87	68	62	96	80	74
COL5A3	6	5	5	1	0	1
SRCAP	204	191	167	200	180	175
PUM3	643	639	576	604	646	570
CHRNA3	61	65	60	36	28	35
KCNN2	45	32	37	23	37	38
CNOT4	456	441	438	381	389	392
PSEN1	423	431	369	409	429	384
CPOX	239	221	186	239	226	205
CLDND1	275	283	269	184	207	189
MOK	173	140	149	295	279	278
HSP90AA1	1757	1796	1705	1801	1807	1622
RBL1	422	417	338	395	374	367
DLGAP4	456	430	436	459	443	420
IGSF9B	9	3	1	93	74	79
CROCCP3	73	72	62	48	55	61
NDC80	358	376	350	326	336	340
AP4E1	389	397	328	358	439	431
RSBN1	379	357	326	145	140	147
MAGI3	165	148	135	7	2	8
TCF7	115	87	88	151	150	127
OSTM1	152	161	138	118	125	131
CDH7	6	10	6	1	0	0
IMPG2	4	3	3	1	0	0
PCNP	441	460	436	289	348	296
EXD2	221	204	171	226	237	203
ARG2	54	41	48	209	201	182
MEF2C	1109	1081	954	0	0	0
UBA5	516	512	474	432	478	449
STK17B	255	277	211	79	98	88
CDC14B	233	224	191	116	130	115
ZNF510	260	217	188	172	160	163
LRP2	5	6	6	1	2	3
JMJD4	447	446	390	457	397	350
DUSP12	292	288	251	268	268	250
AACS	349	316	296	545	484	494
DELE1	529	531	452	609	579	547
CADPS2	11	17	8	7	7	8
PCDHB4	5	2	4	6	4	5
PCDHA6	5	2	5	0	0	2
PCDHGA2	1	2	2	2	1	0
HSPB11	162	141	130	101	117	109
PHLPP1	334	314	278	346	322	295
ATP8B1	4	3	7	17	10	14
IL12RB2	0	0	0	4	5	3
SMARCD3	409	394	352	590	568	531
WDR70	243	263	250	176	159	167
MPP4	1	6	6	1	1	0
STRADB	156	150	151	70	69	64
BZW1	454	476	412	521	562	506
C1QTNF3	8	6	10	6	2	7
ME2	769	725	671	721	797	687
C5orf22	416	408	354	292	290	312
CCNT2	610	636	557	466	433	403
FAM135A	353	343	314	207	252	250
COL19A1	1	2	3	1	0	0
EPB41L3	81	80	65	2	0	0
COBLL1	335	300	315	29	26	29
DLG3	302	264	235	63	69	74
KCNK2	3	4	4	2	0	1
SERTAD4	1	2	1	1	1	0
TRAF5	454	485	389	453	434	454
MRPL22	158	156	155	147	154	141
GEMIN5	1066	1041	869	1078	1100	1026
NFE2L1	1263	1277	1139	1115	1036	979
GSK3B	958	907	861	758	795	746
ITGB5	259	274	244	357	357	338
ERC1	1309	1300	1205	1088	1033	1010
XPO1	2058	2006	1849	1772	1951	1709
RNF13	185	202	193	158	184	176
TRPM3	217	213	200	0	0	0
PALB2	353	317	296	261	253	273
DOP1A	182	146	142	84	86	75
LYRM2	360	317	313	273	297	285
BCKDHB	219	210	190	115	123	128
KAT6A	1617	1575	1434	1229	1157	1131
TUT7	394	396	354	424	440	438
ULK2	154	140	124	146	145	139
TNPO1	1853	1856	1681	1574	1708	1544
PLOD1	985	973	888	1109	1041	953
P2RX5	3	1	1	58	44	49
ITGAE	85	87	80	89	88	86
DIS3	803	822	750	371	396	400
PIBF1	250	232	210	90	89	100
TDRD3	430	406	380	863	914	854
NUFIP1	200	207	182	78	88	99
PDS5B	985	940	915	452	509	446
OXCT1	572	576	527	614	646	573
RRAGB	107	99	88	96	92	92
CYLD	229	222	185	147	137	135
SLC27A5	101	92	73	126	102	101
ZNF324	194	184	151	221	218	198
ZNF416	74	72	79	75	73	62
ZNF586	250	227	219	184	187	181
ZNF446	115	117	87	111	91	99
ZNF264	544	518	492	492	481	488
RPS5	532	534	475	542	545	500
FAT1	4918	4800	4279	3828	3699	3447
YTHDC1	726	688	647	554	511	542
CHMP2B	297	290	301	380	431	378
SMAP2	445	450	400	492	467	427
PPIE	322	296	250	289	333	327
ZMPSTE24	493	485	415	366	404	363
STARD7	1118	1059	965	993	1035	931
NOA1	263	247	214	543	552	471
REST	1024	1072	975	1072	1113	1005
HAL	5	1	5	3	5	2
SSH1	756	685	662	514	543	491
GSTP1	484	489	447	463	447	448
APLP2	1921	1927	1750	1693	1710	1600
FAM234B	423	415	385	224	202	210
WBP11	843	833	750	736	742	724
EIF3I	669	651	580	638	666	597
NKAIN1	18	9	16	110	96	111
COL16A1	3	2	3	6	8	5
TXLNA	1297	1259	1125	1612	1543	1429
NCOA1	516	477	436	301	312	292
AGBL5	410	412	369	308	264	259
EFR3B	381	349	319	273	255	258
KIF3C	147	131	129	161	131	147
RAB10	711	692	643	699	732	668
HADHA	804	754	665	819	821	741
MAPRE3	60	62	59	52	50	45
CAD	1606	1561	1415	1819	1730	1589
CD59	276	276	260	257	273	249
CD82	8	10	7	15	14	16
BCORL1	895	866	786	643	556	508
ATRX	1478	1512	1372	1053	1070	1082
AK6	138	136	163	97	117	101
MYNN	275	271	259	223	255	207
MECOM	5	2	5	0	1	0
SCAMP1	407	413	365	276	309	297
PREP	780	734	695	718	707	646
HACE1	752	727	684	523	574	516
SEH1L	849	826	781	773	820	725
WDR47	154	126	118	114	94	103
WDFY1	449	435	411	274	343	308
OVGP1	16	12	20	3	4	9
SLC25A24	339	321	278	37	38	47
MAP3K4	356	332	310	325	294	280
PILRA	9	6	3	3	5	3
IGSF9	29	33	28	25	22	17
ZNF213	136	107	116	162	132	127
AKR1B1	444	400	326	458	436	394
CPNE3	615	607	563	827	894	817
RRN3	487	465	423	511	517	458
CTTN	1455	1424	1308	1440	1381	1254
WNT11	5	10	4	1	1	1
MTIF2	517	510	452	436	421	462
DDHD2	445	394	380	335	381	371
TTC39A	124	118	111	81	88	74
EPS15	875	841	769	473	559	483
ORC1	488	473	395	483	463	402
MGST2	27	31	28	22	22	19
CHERP	1157	1077	999	1219	1132	1036
ATG16L1	479	432	379	461	479	447
USP40	444	440	379	316	320	275
POMGNT1	497	493	442	480	444	414
RAD54L	423	369	369	361	378	335
MAST2	860	793	667	812	756	725
DNAJA1	1014	1002	898	967	1026	927
B4GALT1	711	699	623	695	729	620
CHMP5	258	234	232	175	202	187
NFX1	864	782	732	684	677	602
AQP6	2	1	1	2	2	4
DIMT1	401	388	351	297	335	295
IPO11	737	737	681	523	548	509
FOLH1	8	4	3	0	0	2
EIF2AK1	874	851	782	759	764	717
EPDR1	12	11	7	0	0	0
SNX10	74	77	69	49	54	48
SEPHS1	625	604	592	469	470	430
MRPL28	336	327	272	300	298	259
HBQ1	36	33	17	60	47	42
ITPKC	201	210	176	289	254	217
RBM22	454	472	418	453	434	359
TMED2	837	811	744	786	847	767
ERO1B	137	125	136	141	150	160
ZFAND6	279	281	251	193	213	190
TXLNG	717	712	644	740	698	678
PPEF1	3	0	1	2	0	0
LAT2	3	4	3	2	2	1
HUWE1	4220	4057	3725	3918	3731	3657
ZW10	432	429	365	348	343	359
ALG9	155	135	134	114	121	116
MYBPC2	8	0	1	1	0	0
NOX4	111	108	100	0	0	0
ACOX3	203	184	159	194	175	164
MTMR2	552	538	479	420	439	431
PPP1R15A	179	171	129	135	107	120
HSD17B14	162	138	131	120	120	100
TRIP6	536	510	451	576	573	507
ACHE	44	39	48	6	3	3
FTL	524	517	465	425	428	410
SRRT	1257	1229	1126	1296	1285	1168
BAX	457	469	449	330	303	290
NLK	191	201	143	87	97	93
PIGS	418	382	351	291	264	266
ADAMTS2	5	5	9	12	8	13
ATXN7L3	757	710	657	702	698	625
PGS1	286	273	248	208	186	137
PSMC5	577	598	526	556	586	534
UIMC1	420	443	375	451	444	402
MMP2	7	8	1	2	1	3
OGFOD1	620	565	531	562	521	531
SH3BP2	303	281	243	323	250	227
NOP14	942	868	800	987	957	878
ADD1	1140	1050	1002	906	860	807
L2HGDH	357	336	333	394	423	381
TXNDC16	146	138	136	50	42	55
RTRAF	377	384	360	305	334	294
NID2	548	496	469	1	0	0
GMCL1	213	210	205	252	282	255
SF3B2	1411	1423	1299	1298	1245	1184
KLHL42	713	704	598	537	574	477
GNAS	1286	1241	1188	1093	1078	1036
DNM1L	1062	1074	930	811	872	801
PTHLH	3	5	1	0	1	0
ERGIC2	421	409	377	360	443	355
AURKA	541	534	493	592	593	541
CASS4	1	2	0	0	1	0
PIR	173	163	159	109	118	110
AAMDC	27	16	18	11	17	15
RFX2	162	146	143	106	104	98
METTL2A	248	240	231	249	263	208
ALG6	178	185	159	56	80	79
CNOT3	710	702	645	689	620	573
GP6	3	3	2	5	6	6
PTPN4	449	440	384	291	337	306
DDX18	1128	1120	978	1007	1045	945
KHSRP	1826	1720	1668	1751	1663	1545
GNA11	792	763	671	934	913	815
ASAP3	220	189	203	247	238	224
EDEM2	122	116	126	174	179	166
DNMT3B	429	412	368	207	181	177
TPX2	1184	1191	1104	1198	1183	1102
FER1L4	58	72	42	189	158	155
PDRG1	165	158	146	151	163	158
EPB41L1	277	249	249	361	355	319
DOCK9	488	441	431	301	324	290
ANKRD10	479	449	392	190	218	178
